"DateTime";"Заражений";"Заражений за день";"Выздоровлений";"Выздоровлений за день";"Смертей за день";"Смертей";"Летальность, %"
2022-02-12 00:00:00;13935560;203766;11134291;112658;729;339542;2.44
2022-02-13 00:00:00;14133509;197949;11235859;101568;706;340248;2.41
2022-02-14 00:00:00;14313965;180456;11333044;97185;683;340931;2.38
2022-02-15 00:00:00;14480596;166631;11470925;137881;704;341635;2.36
2022-02-16 00:00:00;14659880;179284;11643393;172468;748;342383;2.34
2022-02-17 00:00:00;14840502;180622;11828475;185082;790;343173;2.31
2022-02-18 00:00:00;15020573;180071;12026844;198369;784;343957;2.29
2022-02-19 00:00:00;15199720;179147;12217942;191098;798;344755;2.27
2022-02-20 00:00:00;15370419;170699;12365238;147296;745;345500;2.25
2022-02-21 00:00:00;15522756;152337;12492732;127494;735;346235;2.23
2022-02-22 00:00:00;15657928;135172;12657025;164293;796;347031;2.22
2022-02-23 00:00:00;15795570;137642;12836228;179203;785;347816;2.2
2022-02-24 00:00:00;15928568;132998;12972661;136433;762;348578;2.19
2022-02-25 00:00:00;16052028;123460;13139971;167310;787;349365;2.18
2022-02-26 00:00:00;16175023;122995;13321314;181343;793;350158;2.16
2022-02-27 00:00:00;16291116;116093;13458910;137596;769;350927;2.15
2022-02-28 00:00:00;16398036;106920;13575652;116742;733;351660;2.14
2022-03-01 00:00:00;16495369;97333;13748465;172813;786;352446;2.14
2022-03-02 00:00:00;16592824;97455;13931995;183530;784;353230;2.13
2022-03-03 00:00:00;16685850;93026;14102684;170689;781;354011;2.12
2022-03-04 00:00:00;16775024;89174;14263191;160507;776;354787;2.11
2022-03-05 00:00:00;16861793;86769;14418916;155725;750;355537;2.11
2022-03-06 00:00:00;16941656;79863;14567976;149060;744;356281;2.1
2022-03-07 00:00:00;17014818;73162;14690595;122619;671;356952;2.1
2022-03-08 00:00:00;17081394;66576;14802351;111756;649;357601;2.09
2022-03-09 00:00:00;17140069;58675;14895083;92732;645;358246;2.09
2022-03-10 00:00:00;17191300;51231;15043717;148634;665;358911;2.09
2022-03-11 00:00:00;17242043;50743;15194927;151210;674;359585;2.09
2022-03-12 00:00:00;17290197;48154;15351778;156851;630;360215;2.08
2022-03-13 00:00:00;17335186;44989;15480407;128629;596;360811;2.08
2022-03-14 00:00:00;17376241;41055;15585650;105243;533;361344;2.08
2022-03-15 00:00:00;17412919;36678;15704022;118372;558;361902;2.08
2022-03-16 00:00:00;17449438;36519;15822031;118009;576;362478;2.08
2022-03-17 00:00:00;17484257;34819;15934645;112614;561;363039;2.08
2022-03-18 00:00:00;17518699;34442;16039709;105064;524;363563;2.08
2022-03-19 00:00:00;17551657;32958;16135267;95558;495;364058;2.07
2022-03-20 00:00:00;17582692;31035;16209942;74675;434;364492;2.07
2022-03-21 00:00:00;17611401;28709;16271880;61938;409;364901;2.07
2022-03-22 00:00:00;17637795;26394;16346800;74920;472;365373;2.07
2022-03-23 00:00:00;17664621;26826;16417422;70622;429;365802;2.07
2022-03-24 00:00:00;17690008;25387;16483898;66476;418;366220;2.07
2022-03-25 00:00:00;17715390;25382;16545758;61860;398;366618;2.07
2022-03-26 00:00:00;17739462;24072;16606691;60933;395;367013;2.07
2022-03-27 00:00:00;17762742;23280;16654231;47540;338;367351;2.07
2022-03-28 00:00:00;17783843;21101;16689977;35746;335;367686;2.07
2022-03-29 00:00:00;17803503;19660;16737206;47229;339;368025;2.07
2022-03-30 00:00:00;17823648;20145;16788291;51085;352;368377;2.07
2022-03-31 00:00:00;17842925;19277;16838787;50496;345;368722;2.07
2022-04-01 00:00:00;17862089;19164;16884785;45998;342;369064;2.07
2022-04-02 00:00:00;17880038;17949;16929332;44547;340;369404;2.07
2022-04-03 00:00:00;17896866;16828;16965027;35695;304;369708;2.07
2022-04-04 00:00:00;17912157;15291;16997877;32850;287;369995;2.07
2022-04-05 00:00:00;17926104;13947;17035336;37459;316;370311;2.07
2022-04-06 00:00:00;17940765;14661;17070642;35306;291;370602;2.07
2022-04-07 00:00:00;17955120;14355;17105946;35304;287;370889;2.07
2022-04-08 00:00:00;17969431;14311;17143630;37684;280;371169;2.07
2022-04-09 00:00:00;17983004;13573;17183730;40100;288;371457;2.07
2022-04-10 00:00:00;17996060;13056;17213102;29372;259;371716;2.07
2022-04-11 00:00:00;18007915;11855;17239857;26755;248;371964;2.07
2022-04-12 00:00:00;18018825;10910;17271128;31271;281;372245;2.07
2022-04-13 00:00:00;18030579;11754;17299263;28135;267;372512;2.07
2022-04-14 00:00:00;18041927;11348;17321116;21853;254;372766;2.07
2022-04-15 00:00:00;18053359;11432;17340639;19523;261;373027;2.07
2022-04-16 00:00:00;18064454;11095;17359645;19006;240;373267;2.07
2022-04-17 00:00:00;18074717;10263;17376141;16496;233;373500;2.07
2022-04-18 00:00:00;18084151;9434;17390465;14324;213;373713;2.07
2022-04-19 00:00:00;18092791;8640;17407228;16763;235;373948;2.07
2022-04-20 00:00:00;18101986;9195;17423428;16200;223;374171;2.07
2022-04-21 00:00:00;18110861;8875;17437610;14182;197;374368;2.07
2022-04-22 00:00:00;18119862;9001;17451090;13480;195;374563;2.07
2022-04-23 00:00:00;18128691;8829;17464120;13030;171;374734;2.07
2022-04-24 00:00:00;18137137;8446;17474628;10508;168;374902;2.07
2022-04-25 00:00:00;18144788;7651;17483483;8855;159;375061;2.07
2022-04-26 00:00:00;18151895;7107;17495382;11899;176;375237;2.07
2022-04-27 00:00:00;18159600;7705;17506859;11477;163;375400;2.07
2022-04-28 00:00:00;18167281;7681;17517922;11063;166;375566;2.07
2022-04-29 00:00:00;18174991;7710;17528963;11041;161;375727;2.07
2022-04-30 00:00:00;18182354;7363;17539985;11022;157;375884;2.07
2022-05-01 00:00:00;18189401;7047;17548718;8733;147;376031;2.07
2022-05-02 00:00:00;18195608;6207;17556220;7502;136;376167;2.07
2022-05-03 00:00:00;18201074;5466;17563272;7052;125;376292;2.07
2022-05-04 00:00:00;18206167;5093;17569936;6664;129;376421;2.07
2022-05-05 00:00:00;18211178;5011;17578659;8723;139;376560;2.07
2022-05-06 00:00:00;18216719;5541;17588067;9408;136;376696;2.07
2022-05-07 00:00:00;18222219;5500;17596716;8649;132;376828;2.07
2022-05-08 00:00:00;18227666;5447;17603398;6682;118;376946;2.07
2022-05-09 00:00:00;18232696;5030;17609357;5959;103;377049;2.07
2022-05-10 00:00:00;18237227;4531;17614371;5014;101;377150;2.07
2022-05-11 00:00:00;18241329;4102;17619414;5043;98;377248;2.07
2022-05-12 00:00:00;18245394;4065;17626344;6930;111;377359;2.07
2022-05-13 00:00:00;18250290;4896;17633601;7257;105;377464;2.07
2022-05-14 00:00:00;18255337;5047;17640979;7378;107;377571;2.07
2022-05-15 00:00:00;18260293;4956;17647179;6200;99;377670;2.07
2022-05-16 00:00:00;18264836;4543;17652558;5379;89;377759;2.07
2022-05-17 00:00:00;18268958;4122;17658542;5984;110;377869;2.07
2022-05-18 00:00:00;18273690;4732;17664676;6134;106;377975;2.07
2022-05-19 00:00:00;18278617;4927;17670628;5952;97;378072;2.07
2022-05-20 00:00:00;18283706;5089;17676801;6173;96;378168;2.07
2022-05-21 00:00:00;18288740;5034;17683089;6288;102;378270;2.07
2022-05-22 00:00:00;18293450;4710;17688903;5814;80;378350;2.07
2022-05-23 00:00:00;18297608;4158;17694020;5117;76;378426;2.07
2022-05-24 00:00:00;18301393;3785;17700372;6352;90;378516;2.07
2022-05-25 00:00:00;18305973;4580;17707077;6705;93;378609;2.07
2022-05-26 00:00:00;18310673;4700;17713532;6455;91;378700;2.07
2022-05-27 00:00:00;18315292;4619;17719596;6064;84;378784;2.07
2022-05-28 00:00:00;18319848;4556;17725440;5844;86;378870;2.07
2022-05-29 00:00:00;18324036;4188;17729851;4411;85;378955;2.07
2022-05-30 00:00:00;18327837;3801;17733870;4019;74;379029;2.07
2022-05-31 00:00:00;18331363;3526;17739356;5486;88;379117;2.07
2022-06-01 00:00:00;18335514;4151;17744984;5628;83;379200;2.07
2022-06-02 00:00:00;18339776;4262;17749960;4976;85;379285;2.07
2022-06-03 00:00:00;18343964;4188;17755194;5234;78;379363;2.07
2022-06-04 00:00:00;18348065;4101;17760326;5132;82;379445;2.07
2022-06-05 00:00:00;18351851;3786;17764261;3935;75;379520;2.07
2022-06-06 00:00:00;18355200;3349;17767753;3492;64;379584;2.07
2022-06-07 00:00:00;18358459;3259;17772888;5135;73;379657;2.07
2022-06-08 00:00:00;18362105;3646;17777625;4737;79;379736;2.07
2022-06-09 00:00:00;18365879;3774;17781922;4297;77;379813;2.07
2022-06-10 00:00:00;18369557;3678;17786254;4332;70;379883;2.07
2022-06-11 00:00:00;18373184;3627;17791081;4827;72;379955;2.07
2022-06-12 00:00:00;18376587;3403;17794561;3480;65;380020;2.07
2022-06-13 00:00:00;18379583;2996;17798245;3684;56;380076;2.07
2022-06-14 00:00:00;18382380;2797;17801569;3324;61;380137;2.07
2022-06-15 00:00:00;18385098;2718;17806097;4528;66;380203;2.07
2022-06-16 00:00:00;18388424;3326;17810796;4699;67;380270;2.07
2022-06-17 00:00:00;18391797;3373;17815024;4228;63;380333;2.07
2022-06-18 00:00:00;18395179;3382;17819395;4371;68;380401;2.07
2022-06-19 00:00:00;18398260;3081;17822674;3279;62;380463;2.07
2022-06-20 00:00:00;18400927;2667;17825397;2723;54;380517;2.07
2022-06-21 00:00:00;18403427;2500;17828837;3440;60;380577;2.07
2022-06-22 00:00:00;18406485;3058;17832604;3767;66;380643;2.07
2022-06-23 00:00:00;18409651;3166;17836121;3517;68;380711;2.07
2022-06-24 00:00:00;18412805;3154;17839346;3225;65;380776;2.07
2022-06-25 00:00:00;18415877;3072;17842800;3454;61;380837;2.07
2022-06-26 00:00:00;18418881;3004;17845513;2713;55;380892;2.07
2022-06-27 00:00:00;18421564;2683;17847868;2355;51;380943;2.07
2022-06-28 00:00:00;18424105;2541;17851282;3414;59;381002;2.07
2022-06-29 00:00:00;18427133;3028;17854962;3680;54;381056;2.07
2022-06-30 00:00:00;18430239;3106;17858217;3255;56;381112;2.07
2022-07-01 00:00:00;18433394;3155;17861605;3388;53;381165;2.07
2022-07-02 00:00:00;18436679;3285;17865093;3488;51;381216;2.07
2022-07-03 00:00:00;18439759;3080;17867688;2595;47;381263;2.07
2022-07-04 00:00:00;18442625;2866;17869964;2276;43;381306;2.07
2022-07-05 00:00:00;18445301;2676;17873576;3612;48;381354;2.07
2022-07-06 00:00:00;18448451;3150;17877013;3437;44;381398;2.07
2022-07-07 00:00:00;18451810;3359;17880191;3178;52;381450;2.07
2022-07-08 00:00:00;18455274;3464;17882978;2787;49;381499;2.07
2022-07-09 00:00:00;18458813;3539;17886064;3086;45;381544;2.07
2022-07-10 00:00:00;18462211;3398;17888560;2496;39;381583;2.07
2022-07-11 00:00:00;18465308;3097;17890856;2296;38;381621;2.07
2022-07-12 00:00:00;18468310;3002;17894065;3209;48;381669;2.07
2022-07-13 00:00:00;18472239;3929;17897428;3363;42;381711;2.07
2022-07-14 00:00:00;18476477;4238;17900518;3090;43;381754;2.07
2022-07-15 00:00:00;18480934;4457;17903447;2929;40;381794;2.07
2022-07-16 00:00:00;18485632;4698;17906326;2879;41;381835;2.07
2022-07-17 00:00:00;18490296;4664;17908809;2483;46;381881;2.07
2022-07-18 00:00:00;18494844;4548;17911340;2531;35;381916;2.06
2022-07-19 00:00:00;18499044;4200;17915526;4186;44;381960;2.06
2022-07-20 00:00:00;18504729;5685;17919843;4317;37;381997;2.06
2022-07-21 00:00:00;18511120;6391;17924372;4529;42;382039;2.06
2022-07-22 00:00:00;18517779;6659;17929059;4687;41;382080;2.06
2022-07-23 00:00:00;18524732;6953;17933862;4803;38;382118;2.06
2022-07-24 00:00:00;18532255;7523;17938674;4812;37;382155;2.06
2022-07-25 00:00:00;18538826;6571;17942908;4234;34;382189;2.06
2022-07-26 00:00:00;18545009;6183;17948330;5422;47;382236;2.06
2022-07-27 00:00:00;18554036;9027;17953445;5115;36;382272;2.06
2022-07-28 00:00:00;18565551;11515;17958463;5018;41;382313;2.06
2022-07-29 00:00:00;18576973;11422;17963133;4670;39;382352;2.06
2022-07-30 00:00:00;18589221;12248;17969342;6209;43;382395;2.06
2022-07-31 00:00:00;18601719;12498;17975398;6056;38;382433;2.06
2022-08-01 00:00:00;18612543;10824;17981475;6077;36;382469;2.05
2022-08-02 00:00:00;18622103;9560;17990048;8573;48;382517;2.05
2022-08-03 00:00:00;18636741;14638;18000314;10266;43;382560;2.05
2022-08-04 00:00:00;18653867;17126;18010066;9752;44;382604;2.05
2022-08-05 00:00:00;18672422;18555;18019883;9817;47;382651;2.05
2022-08-06 00:00:00;18692396;19974;18030626;10743;46;382697;2.05
2022-08-07 00:00:00;18712699;20303;18039355;8729;44;382741;2.05
2022-08-08 00:00:00;18730561;17862;18048076;8721;45;382786;2.04
2022-08-09 00:00:00;18746886;16325;18061168;13092;60;382846;2.04
2022-08-10 00:00:00;18770657;23771;18075720;14552;56;382902;2.04
2022-08-11 00:00:00;18796472;25815;18089941;14221;52;382954;2.04
2022-08-12 00:00:00;18824282;27810;18104261;14320;57;383011;2.03
2022-08-13 00:00:00;18852976;28694;18121135;16874;60;383071;2.03
2022-08-14 00:00:00;18881958;28982;18136077;14942;54;383125;2.03
2022-08-15 00:00:00;18907231;25273;18151487;15410;53;383178;2.03
2022-08-16 00:00:00;18931140;23909;18172070;20583;59;383237;2.02
2022-08-17 00:00:00;18964246;33106;18194750;22680;63;383300;2.02
2022-08-18 00:00:00;19000055;35809;18216241;21491;62;383362;2.02
2022-08-19 00:00:00;19037664;37609;18238128;21887;65;383427;2.01
2022-08-20 00:00:00;19077674;40010;18262350;24222;69;383496;2.01
2022-08-21 00:00:00;19117343;39669;18284586;22236;64;383560;2.01
2022-08-22 00:00:00;19150404;33061;18306867;22281;57;383617;2
2022-08-23 00:00:00;19181371;30967;18337736;30869;69;383686;2
2022-08-24 00:00:00;19221602;40231;18370612;32876;72;383758;2
2022-08-25 00:00:00;19265521;43919;18401387;30775;71;383829;1.99
2022-08-26 00:00:00;19311973;46452;18435096;33709;81;383910;1.99
2022-08-27 00:00:00;19359066;47093;18467738;32642;90;384000;1.98
2022-08-28 00:00:00;19405923;46857;18495961;28223;83;384083;1.98
2022-08-29 00:00:00;19445581;39658;18520851;24890;77;384160;1.98
2022-08-30 00:00:00;19482648;37067;18557580;36729;94;384254;1.97
2022-08-31 00:00:00;19528969;46321;18596634;39054;92;384346;1.97
2022-09-01 00:00:00;19578730;49761;18635574;38940;95;384441;1.96
2022-09-02 00:00:00;19629682;50952;18672586;37012;91;384532;1.96
2022-09-03 00:00:00;19681381;51699;18710966;38380;92;384624;1.95
2022-09-04 00:00:00;19729423;48042;18746698;35732;87;384711;1.95
2022-09-05 00:00:00;19771113;41690;18777401;30703;76;384787;1.95
2022-09-06 00:00:00;19809613;38500;18823705;46304;95;384882;1.94
2022-09-07 00:00:00;19857571;47958;18876316;52611;94;384976;1.94
2022-09-08 00:00:00;19908189;50618;18926609;50293;93;385069;1.93
2022-09-09 00:00:00;19960295;52106;18977695;51086;96;385165;1.93
2022-09-10 00:00:00;20013781;53486;19023718;46023;97;385262;1.92
2022-09-11 00:00:00;20066610;52829;19061006;37288;86;385348;1.92
2022-09-12 00:00:00;20113098;46488;19096666;35660;81;385429;1.92
2022-09-13 00:00:00;20157143;44045;19144853;48187;101;385530;1.91
2022-09-14 00:00:00;20208878;51735;19195104;50251;98;385628;1.91
2022-09-15 00:00:00;20265004;56126;19244856;49752;99;385727;1.9
2022-09-16 00:00:00;20324039;59035;19294876;50020;110;385837;1.9
2022-09-17 00:00:00;20382344;58305;19344838;49962;107;385944;1.89
2022-09-18 00:00:00;20439095;56751;19387036;42198;101;386045;1.89
2022-09-19 00:00:00;20488583;49488;19425631;38595;91;386136;1.88
2022-09-20 00:00:00;20535057;46474;19477825;52194;98;386234;1.88
2022-09-21 00:00:00;20588102;53045;19537543;59718;107;386341;1.88
2022-09-22 00:00:00;20641559;53457;19594562;57019;106;386447;1.87
2022-09-23 00:00:00;20694894;53335;19652187;57625;104;386551;1.87
2022-09-24 00:00:00;20746163;51269;19710599;58412;111;386662;1.86
2022-09-25 00:00:00;20792921;46758;19756507;45908;95;386757;1.86
2022-09-26 00:00:00;20833109;40188;19800764;44257;85;386842;1.86
2022-09-27 00:00:00;20869714;36605;19860311;59547;101;386943;1.85
2022-09-28 00:00:00;20909731;40017;19921826;61515;111;387054;1.85
2022-09-29 00:00:00;20948470;38739;19979763;57937;109;387163;1.85
2022-09-30 00:00:00;20985756;37286;20040988;61225;106;387269;1.85
2022-10-01 00:00:00;21018942;33186;20093616;52628;103;387372;1.84
2022-10-02 00:00:00;21049027;30085;20140608;46992;96;387468;1.84
2022-10-03 00:00:00;21073185;24158;20175902;35294;91;387559;1.84
2022-10-04 00:00:00;21094872;21687;20221339;45437;107;387666;1.84
2022-10-05 00:00:00;21118629;23757;20266033;44694;113;387779;1.84
2022-10-06 00:00:00;21141674;23045;20307569;41536;108;387887;1.83
2022-10-07 00:00:00;21163942;22268;20347142;39573;104;387991;1.83
2022-10-08 00:00:00;21184513;20571;20385431;38289;106;388097;1.83
2022-10-09 00:00:00;21203332;18819;20414224;28793;102;388199;1.83
2022-10-10 00:00:00;21218993;15661;20439043;24819;96;388295;1.83
2022-10-11 00:00:00;21232963;13970;20470552;31509;109;388404;1.83
2022-10-12 00:00:00;21248603;15640;20500961;30409;105;388509;1.83
2022-10-13 00:00:00;21264080;15477;20531754;30793;101;388610;1.83
2022-10-14 00:00:00;21278816;14736;20559274;27520;99;388709;1.83
2022-10-15 00:00:00;21292200;13384;20585404;26130;98;388807;1.83
2022-10-16 00:00:00;21304554;12354;20603845;18441;94;388901;1.83
2022-10-17 00:00:00;21314957;10403;20618358;14513;92;388993;1.82
2022-10-18 00:00:00;21324431;9474;20638610;20252;91;389084;1.82
2022-10-19 00:00:00;21335087;10656;20659469;20859;92;389176;1.82
2022-10-20 00:00:00;21345154;10067;20677821;18352;90;389266;1.82
2022-10-21 00:00:00;21354915;9761;20693493;15672;93;389359;1.82
2022-10-22 00:00:00;21364263;9348;20708528;15035;90;389449;1.82
2022-10-23 00:00:00;21372935;8672;20719106;10578;88;389537;1.82
2022-10-24 00:00:00;21380264;7329;20727435;8329;89;389626;1.82
2022-10-25 00:00:00;21386842;6578;20740347;12912;84;389710;1.82
2022-10-26 00:00:00;21394360;7518;20751864;11517;80;389790;1.82
2022-10-27 00:00:00;21402209;7849;20763904;12040;82;389872;1.82
2022-10-28 00:00:00;21409815;7606;20775589;11685;78;389950;1.82
2022-10-29 00:00:00;21416922;7107;20787116;11527;79;390029;1.82
2022-10-30 00:00:00;21423725;6803;20796124;9008;75;390104;1.82
2022-10-31 00:00:00;21429506;5781;20803197;7073;71;390175;1.82
2022-11-01 00:00:00;21434758;5252;20812505;9308;72;390247;1.82
2022-11-02 00:00:00;21441143;6385;20822746;10241;68;390315;1.82
2022-11-03 00:00:00;21447518;6375;20832520;9774;73;390388;1.82
2022-11-04 00:00:00;21453667;6149;20841779;9259;71;390459;1.82
2022-11-05 00:00:00;21459284;5617;20849598;7819;67;390526;1.82
2022-11-06 00:00:00;21463850;4566;20855333;5735;62;390588;1.82
2022-11-07 00:00:00;21468271;4421;20860277;4944;61;390649;1.82
2022-11-08 00:00:00;21472591;4320;20868400;8123;63;390712;1.82
2022-11-09 00:00:00;21477926;5335;20876892;8492;62;390774;1.82
2022-11-10 00:00:00;21483520;5594;20884515;7623;61;390835;1.82
2022-11-11 00:00:00;21489074;5554;20890728;6213;67;390902;1.82
2022-11-12 00:00:00;21494588;5514;20896445;5717;62;390964;1.82
2022-11-13 00:00:00;21499952;5364;20901517;5072;60;391024;1.82
2022-11-14 00:00:00;21504530;4578;20905977;4460;61;391085;1.82
2022-11-15 00:00:00;21508961;4431;20912331;6354;64;391149;1.82
2022-11-16 00:00:00;21514341;5380;20919237;6906;63;391212;1.82
2022-11-17 00:00:00;21520021;5680;20925972;6735;61;391273;1.82
2022-11-18 00:00:00;21525567;5546;20932860;6888;60;391333;1.82
2022-11-19 00:00:00;21531012;5445;20939481;6621;62;391395;1.82
2022-11-20 00:00:00;21536229;5217;20943924;4443;59;391454;1.82
2022-11-21 00:00:00;21540891;4662;20948088;4164;55;391509;1.82
2022-11-22 00:00:00;21545351;4460;20954532;6444;59;391568;1.82
2022-11-23 00:00:00;21550982;5631;20961317;6785;54;391622;1.82
2022-11-24 00:00:00;21556766;5784;20967429;6112;58;391680;1.82
2022-11-25 00:00:00;21562758;5992;20972766;5337;56;391736;1.82
2022-11-26 00:00:00;21568846;6088;20977854;5088;53;391789;1.82
2022-11-27 00:00:00;21574764;5918;20982028;4174;51;391840;1.82
2022-11-28 00:00:00;21579812;5048;20986290;4262;50;391890;1.82
2022-11-29 00:00:00;21584740;4928;20992153;5863;53;391943;1.82
2022-11-30 00:00:00;21590828;6088;20997710;5557;59;392002;1.82
2022-12-01 00:00:00;21597613;6785;21003575;5865;58;392060;1.82
2022-12-02 00:00:00;21604334;6721;21009259;5684;57;392117;1.81
2022-12-03 00:00:00;21611003;6669;21014391;5132;59;392176;1.81
2022-12-04 00:00:00;21617601;6598;21018980;4589;55;392231;1.81
2022-12-05 00:00:00;21623268;5667;21023627;4647;52;392283;1.81
2022-12-06 00:00:00;21628829;5561;21030317;6690;59;392342;1.81
2022-12-07 00:00:00;21635764;6935;21037111;6794;58;392400;1.81
2022-12-08 00:00:00;21643194;7430;21043426;6315;54;392454;1.81
2022-12-09 00:00:00;21650659;7465;21049420;5994;52;392506;1.81
2022-12-10 00:00:00;21658056;7397;21055866;6446;54;392560;1.81
2022-12-11 00:00:00;21665152;7096;21061584;5718;51;392611;1.81
2022-12-12 00:00:00;21671528;6376;21066616;5032;50;392661;1.81
2022-12-13 00:00:00;21677505;5977;21073454;6838;59;392720;1.81
2022-12-14 00:00:00;21685037;7532;21081129;7675;55;392775;1.81
2022-12-15 00:00:00;21692870;7833;21088668;7539;57;392832;1.81
2022-12-16 00:00:00;21701321;8451;21096061;7393;59;392891;1.81
2022-12-17 00:00:00;21708852;7531;21103330;7269;58;392949;1.81
2022-12-18 00:00:00;21716074;7222;21109668;6338;51;393000;1.81
2022-12-19 00:00:00;21722415;6341;21115232;5564;50;393050;1.81
2022-12-20 00:00:00;21728409;5994;21123341;8109;57;393107;1.81
2022-12-21 00:00:00;21735851;7442;21131700;8359;59;393166;1.81
2022-12-22 00:00:00;21743302;7451;21140943;9243;54;393220;1.81
2022-12-23 00:00:00;21750711;7409;21149218;8275;57;393277;1.81
2022-12-24 00:00:00;21757697;6986;21157222;8004;54;393331;1.81
2022-12-25 00:00:00;21764292;6595;21163398;6176;52;393383;1.81
2022-12-26 00:00:00;21769627;5335;21168975;5577;50;393433;1.81
2022-12-27 00:00:00;21774824;5197;21176667;7692;59;393492;1.81
2022-12-28 00:00:00;21781026;6202;21184777;8110;56;393548;1.81
2022-12-29 00:00:00;21787172;6146;21192592;7815;56;393604;1.81
2022-12-30 00:00:00;21792982;5810;21200287;7695;50;393654;1.81
2022-12-31 00:00:00;21798509;5527;21207802;7515;58;393712;1.81
2023-01-01 00:00:00;21803547;5038;21213085;5283;50;393762;1.81
2023-01-02 00:00:00;21807431;3884;21217574;4489;43;393805;1.81
2023-01-03 00:00:00;21810511;3080;21223056;5482;48;393853;1.81
2023-01-04 00:00:00;21813839;3328;21227998;4942;45;393898;1.81
2023-01-05 00:00:00;21817113;3274;21232717;4719;47;393945;1.81
2023-01-06 00:00:00;21820552;3439;21237402;4685;41;393986;1.81
2023-01-07 00:00:00;21823855;3303;21241865;4463;49;394035;1.81
2023-01-08 00:00:00;21826982;3127;21245559;3694;45;394080;1.81
2023-01-09 00:00:00;21829736;2754;21248549;2990;41;394121;1.81
2023-01-10 00:00:00;21832768;3032;21253611;5062;47;394168;1.81
2023-01-11 00:00:00;21836969;4201;21258733;5122;46;394214;1.81
2023-01-12 00:00:00;21841644;4675;21263274;4541;48;394262;1.81
2023-01-13 00:00:00;21846722;5078;21267545;4271;47;394309;1.8